# sarasa
0,24
0,42
0,1
0,6
0,18
0,22
0,26
0,27
1,9
1,32
1,31
1,2
1,16
1,33
2,14
2,22
2,24
2,28
2,29
2,30
2,42
3,5
3,20
3,14
3,16
3,21
3,38
3,41
3,44
4,31
4,5
4,37
4,13
4,17
5,38
5,44
5,26
5,23
6,10
6,27
6,7
6,12
6,37
6,39
7,36
7,13
7,9
7,15
7,23
7,41
8,44
8,15
8,10
8,25
8,29
9,25
9,41
9,11
10,15
10,29
10,37
11,19
11,27
11,17
11,22
11,40
12,14
12,26
12,21
12,35
12,42
13,38
13,42
13,39
14,21
14,27
14,43
15,40
15,26
15,35
15,44
16,44
17,30
17,19
17,27
17,31
17,32
18,19
18,20
19,40
19,30
19,24
19,25
20,28
20,21
20,31
20,26
21,44
21,33
22,36
22,28
22,32
23,32
23,39
24,33
24,31
25,27
25,41
25,42
26,38
26,40
27,37
28,30
29,38
29,32
29,43
30,37
30,44
31,35
31,33
31,34
33,37
34,38
34,36
35,36
36,39
36,40
38,40
40,43
