Primero viene la cantidad (n) de timestamps para ambos, luego n líneas que son un timestamp aproximado cada uno separado por una coma (',') del error, y luego n lineas de las transacciones del sospechoso
13005
2,1
13,5
27,5
41,4
53,3
67,7
88,9
108,7
125,6
141,6
154,2
168,7
186,6
206,10
230,10
253,9
271,4
289,10
311,8
332,9
351,6
366,5
381,6
396,4
409,4
418,0
432,10
454,7
468,3
482,7
502,8
521,6
535,3
547,5
561,5
574,3
592,10
616,10
631,1
640,3
658,10
682,10
700,4
710,2
718,1
729,5
748,9
762,0
771,4
789,10
809,6
826,6
838,2
847,3
855,1
867,7
884,5
895,2
910,8
929,7
947,7
969,10
984,1
996,7
1011,3
1024,5
1043,10
1062,4
1073,2
1088,9
1107,5
1120,4
1136,7
1148,1
1155,1
1171,10
1195,10
1215,6
1234,8
1251,5
1266,5
1279,4
1295,8
1314,6
1328,4
1346,10
1363,2
1370,1
1380,4
1397,8
1419,9
1433,1
1447,8
1467,7
1487,8
1505,6
1524,9
1543,5
1553,1
1565,7
1585,9
1603,4
1619,7
1637,6
1652,4
1667,7
1680,2
1697,10
1721,10
1745,10
1770,10
1788,3
1797,1
1812,10
1828,1
1838,5
1852,4
1861,1
1873,7
1894,9
1913,5
1927,5
1946,10
1964,3
1981,9
1995,0
2001,1
2012,5
2027,5
2043,6
2058,4
2075,9
2089,1
2095,0
2110,10
2129,4
2146,8
2159,1
2165,1
2179,8
2202,10
2219,3
2228,1
2239,5
2250,1
2266,10
2289,8
2305,3
2313,1
2320,1
2334,8
2356,9
2378,9
2394,2
2409,8
2423,1
2432,3
2447,8
2461,2
2476,9
2498,8
2513,2
2521,1
2529,3
2539,3
2547,1
2555,3
2573,10
2593,5
2612,10
2628,2
2638,4
2649,2
2659,3
2675,9
2695,6
2708,3
2718,2
2729,5
2744,6
2757,3
2765,1
2777,6
2793,5
2806,3
2814,0
2820,1
2836,10
2859,9
2879,6
2891,2
2906,8
2926,8
2941,2
2950,2
2958,1
2967,3
2978,4
2987,0
3001,9
3016,2
3027,5
3037,0
3050,8
3072,9
3086,0
3097,6
3117,9
3132,1
3146,8
3159,1
3166,2
3183,10
3200,2
3210,3
3218,1
3229,5
3240,1
3250,4
3259,0
3272,9
3292,6
3308,5
3326,8
3344,5
3358,5
3377,9
3393,3
3407,7
3421,2
3435,8
3453,5
3468,5
3481,4
3498,8
3512,1
3524,6
3544,10
3566,8
3589,10
3614,10
3635,6
3649,4
3666,8
3688,9
3710,8
3729,7
3747,7
3765,6
3776,1
3791,9
3806,2
3815,2
3827,6
3838,0
3849,6
3860,0
3870,5
3890,10
3905,1
3915,5
3928,4
3937,0
3949,7
3961,0
3969,3
3977,0
3984,2
3997,7
4009,0
4021,7
4042,10
4060,4
4074,6
4087,2
4102,8
4120,6
4132,1
4140,3
4150,2
4157,1
4163,0
4173,5
4186,4
4197,2
4207,3
4216,1
4225,4
4240,7
4257,5
4269,2
4284,8
4306,9
4324,4
4341,9
4359,4
4371,4
4389,9
4405,3
4417,4
4432,7
4454,10
4479,10
4498,4
4507,0
4513,1
4523,5
4539,7
4558,7
4571,1
4580,3
4597,10
4615,3
4623,1
4633,5
4643,1
4654,5
4670,7
4687,6
4699,2
4710,5
4720,1
4727,1
4741,9
4763,8
4785,9
4808,10
4823,1
4839,10
4854,1
4869,10
4891,7
4909,6
4929,9
4951,9
4973,8
4994,9
5008,0
5015,2
5029,8
5045,3
5057,5
5076,10
5092,1
5101,4
5120,10
5137,3
5145,0
5156,7
5173,5
5184,2
5191,1
5198,1
5205,1
5218,7
5237,8
5251,2
5265,8
5285,8
5303,6
5322,8
5339,4
5356,9
5378,8
5392,1
5401,3
5414,6
5426,1
5441,9
